time,pre
16-03-1992,1.1557047
16-04-1992,1.0885906
16-05-1992,0.9149888
16-06-1992,0.36085013
16-07-1992,0.4785235
16-08-1992,0.6447427
16-09-1992,0.1360179
16-10-1992,0.21834452
16-11-1992,3.1472037
16-12-1992,7.278971
16-01-1993,4.1879196
15-02-1993,5.507383
16-03-1993,1.4995526
16-04-1993,0.4733781
16-05-1993,5.3729305
16-06-1993,0.2657718
16-07-1993,0.4782998
16-08-1993,0.58545864
16-09-1993,0.13870247
16-10-1993,3.062416
16-11-1993,1.0583893
16-12-1993,6.612528
16-01-1994,9.299553
15-02-1994,2.0002236
16-03-1994,4.6
16-04-1994,0.59239376
16-05-1994,0.4261745
16-06-1994,0.26532438
16-07-1994,0.5230425
16-08-1994,0.59082776
16-09-1994,0.2196868
16-10-1994,4.284564
16-11-1994,15.185459
16-12-1994,5.4337807
16-01-1995,1.0055928
15-02-1995,6.4879193
16-03-1995,2.2058165
16-04-1995,2.014765
16-05-1995,0.59261745
16-06-1995,0.26644295
16-07-1995,0.48210293
16-08-1995,0.59418344
16-09-1995,0.14563759
16-10-1995,0.59373605
16-11-1995,2.6120806
16-12-1995,1.1514542
16-01-1996,6.7912755
15-02-1996,1.4049218
16-03-1996,3.8340046
16-04-1996,2.0767338
16-05-1996,0.2982103
16-06-1996,0.26532438
16-07-1996,0.48232663
16-08-1996,0.61409396
16-09-1996,0.4409396
16-10-1996,1.496868
16-11-1996,3.7192395
16-12-1996,1.5852349
16-01-1997,6.106935
15-02-1997,4.2364655
16-03-1997,5.19217
16-04-1997,0.8147651
16-05-1997,1.350783
16-06-1997,0.3474273
16-07-1997,0.48277405
16-08-1997,0.5821029
16-09-1997,0.21588367
16-10-1997,5.105817
16-11-1997,1.7357942
16-12-1997,4.1411633
16-01-1998,3.5317674
15-02-1998,5.0114093
16-03-1998,4.3834453
16-04-1998,2.519463
16-05-1998,4.60179
16-06-1998,0.26532438
16-07-1998,0.5085011
16-08-1998,0.6360179
16-09-1998,0.15100671
16-10-1998,0.3639821
16-11-1998,1.4579419
16-12-1998,2.9302013
16-01-1999,2.2483222
15-02-1999,7.1510067
16-03-1999,0.8736018
16-04-1999,0.7599553
16-05-1999,1.3876958
16-06-1999,0.2738255
16-07-1999,0.48903805
16-08-1999,0.6581656
16-09-1999,0.14854586
16-10-1999,0.34340045
16-11-1999,0.8704698
16-12-1999,1.203132
16-01-2000,9.610739
15-02-2000,1.9619687
16-03-2000,2.0268457
16-04-2000,0.7624161
16-05-2000,0.5619687
16-06-2000,0.2738255
16-07-2000,0.48120806
16-08-2000,0.59530205
16-09-2000,0.3
16-10-2000,3.4644296
16-11-2000,3.790604
16-12-2000,7.096868
16-01-2001,3.2076063
15-02-2001,2.8228188
16-03-2001,1.8816555
16-04-2001,1.6818792
16-05-2001,0.6277405
16-06-2001,0.2738255
16-07-2001,0.48232663
16-08-2001,0.5948546
16-09-2001,0.13221477
16-10-2001,1.4449664
16-11-2001,1.9425056
16-12-2001,5.1550336
16-01-2002,9.032438
15-02-2002,5.40783
16-03-2002,1.4024608
16-04-2002,1.4342282
16-05-2002,0.44832215
16-06-2002,0.2738255
16-07-2002,0.4782998
16-08-2002,0.6
16-09-2002,0.17337808
16-10-2002,2.4791946
16-11-2002,1.9348993
16-12-2002,4.9147654
16-01-2003,2.5541387
15-02-2003,5.4903803
16-03-2003,4.658613
16-04-2003,0.88411635
16-05-2003,0.2753915
16-06-2003,0.29105145
16-07-2003,0.50089484
16-08-2003,0.5948546
16-09-2003,0.1328859
16-10-2003,0.2082774
16-11-2003,1.4599553
16-12-2003,6.149217
16-01-2004,8.381656
15-02-2004,5.1340046
16-03-2004,2.7776287
16-04-2004,0.50380313
16-05-2004,0.56935126
16-06-2004,0.2738255
16-07-2004,0.47874722
16-08-2004,0.604698
16-09-2004,0.16487697
16-10-2004,0.2671141
16-11-2004,2.5675616
16-12-2004,4.1615214
16-01-2005,5.121924
15-02-2005,4.5096197
16-03-2005,4.580313
16-04-2005,2.5411634
16-05-2005,0.2868009
16-06-2005,0.3360179
16-07-2005,0.50492173
16-08-2005,0.60246086
16-09-2005,0.32483223
16-10-2005,0.48903805
16-11-2005,1.7550336
16-12-2005,3.2738256
16-01-2006,3.8536913
15-02-2006,3.7637584
16-03-2006,2.1910515
16-04-2006,3.414094
16-05-2006,0.29395974
16-06-2006,0.27941835
16-07-2006,0.4785235
16-08-2006,0.6174497
16-09-2006,0.13422818
16-10-2006,0.89731544
16-11-2006,1.2017897
16-12-2006,3.8568232
16-01-2007,3.5199106
15-02-2007,5.4123044
16-03-2007,1.7228189
16-04-2007,2.0619688
16-05-2007,1.871141
16-06-2007,0.3002237
16-07-2007,0.51208055
16-08-2007,0.6248322
16-09-2007,0.36085013
16-10-2007,0.7718121
16-11-2007,1.749217
16-12-2007,1.8706936
16-01-2008,9.553468
15-02-2008,3.3123043
16-03-2008,0.59105146
16-04-2008,0.70872486
16-05-2008,0.3883669
16-06-2008,0.27472037
16-07-2008,0.4782998
16-08-2008,0.59418344
16-09-2008,0.2706935
16-10-2008,3.037584
16-11-2008,0.54496646
16-12-2008,1.9901567
16-01-2009,1.9659956
15-02-2009,3.9771812
16-03-2009,1.3098434
16-04-2009,0.3375839
16-05-2009,0.50402683
16-06-2009,0.2738255
16-07-2009,0.4782998
16-08-2009,0.6006712
16-09-2009,0.14675616
16-10-2009,0.6865772
16-11-2009,1.3608501
16-12-2009,3.4955258
16-01-2010,5.0246086
15-02-2010,3.9434006
16-03-2010,0.9208054
16-04-2010,0.3474273
16-05-2010,0.33489934
16-06-2010,0.27606264
16-07-2010,0.51655483
16-08-2010,0.9624161
16-09-2010,0.20514542
16-10-2010,0.46912754
16-11-2010,0.5060403
16-12-2010,4.6541386
16-01-2011,3.9979866
15-02-2011,3.2105145
16-03-2011,2.566443
16-04-2011,3.0890381
16-05-2011,0.71185684
16-06-2011,0.32326624
16-07-2011,0.4798658
16-08-2011,0.59574944
16-09-2011,0.30357942
16-10-2011,0.40178972
16-11-2011,5.2456374
16-12-2011,1.6572707
16-01-2012,4.9163313
15-02-2012,3.117897
16-03-2012,2.349888
16-04-2012,0.6248322
16-05-2012,0.5147651
16-06-2012,0.2997763
16-07-2012,0.4785235
16-08-2012,0.5991052
16-09-2012,0.18948546
16-10-2012,1.110962
16-11-2012,4.715213
16-12-2012,4.8872485
16-01-2013,10.68971
15-02-2013,3.2827742
16-03-2013,0.72371364
16-04-2013,0.9966443
16-05-2013,1.2483221
16-06-2013,0.31700224
16-07-2013,0.47874722
16-08-2013,1.0908277
16-09-2013,0.18612976
16-10-2013,0.3411633
16-11-2013,1.2270694
16-12-2013,7.8612976
16-01-2014,4.8988814
15-02-2014,6.5861297
16-03-2014,4.080537
16-04-2014,0.668009
16-05-2014,4.006264
16-06-2014,0.31700224
16-07-2014,0.5096197
16-08-2014,0.6458613
16-09-2014,0.19485459
16-10-2014,0.9525727
16-11-2014,4.863982
16-12-2014,1.7161074
16-01-2015,4.786577
15-02-2015,3.197763
16-03-2015,2.7293065
16-04-2015,1.4778523
16-05-2015,0.88277406
16-06-2015,0.35995525
16-07-2015,0.4785235
16-08-2015,0.6868009
16-09-2015,0.3098434
16-10-2015,4.0740495
16-11-2015,3.6026845
16-12-2015,4.3809843
16-01-2016,5.175839
15-02-2016,1.4158837
16-03-2016,2.8111858
16-04-2016,1.3957494
16-05-2016,0.6190157
16-06-2016,0.31700224
16-07-2016,0.4885906
16-08-2016,0.5975392
16-09-2016,0.17494407
16-10-2016,3.7803133
16-11-2016,1.6058166
16-12-2016,4.1440716
16-01-2017,1.626622
15-02-2017,3.3939598
16-03-2017,1.4288591
16-04-2017,3.0073826
16-05-2017,0.53691274
16-06-2017,0.31700224
16-07-2017,0.4785235
16-08-2017,0.6997763
16-09-2017,0.18389262
16-10-2017,0.62550336
16-11-2017,1.1447427
16-12-2017,1.7308725
16-01-2018,7.0771813
15-02-2018,5.504027
16-03-2018,0.9275168
16-04-2018,8.341835
16-05-2018,1.3543625
16-06-2018,0.3324385
16-07-2018,0.50201344
16-08-2018,0.61565995
16-09-2018,0.1834452
16-10-2018,1.7932886
16-11-2018,5.979866
16-12-2018,7.703356
16-01-2019,4.9532437
15-02-2019,8.493512
16-03-2019,2.3532438
16-04-2019,1.7098434
16-05-2019,1.2852349
16-06-2019,0.31700224
16-07-2019,0.47897092
16-08-2019,0.62684566
16-09-2019,0.15794183
16-10-2019,3.5120807
16-11-2019,1.049217
16-12-2019,5.082998
16-01-2020,6.687696
15-02-2020,8.616778
16-03-2020,4.1006713
16-04-2020,1.0550336
16-05-2020,0.9879195
16-06-2020,0.31700224
16-07-2020,0.48881432
16-08-2020,0.6568233
16-09-2020,0.17404921
16-10-2020,1.253915
16-11-2020,6.5854588
16-12-2020,2.9668903
16-01-2021,2.7093961
15-02-2021,4.4966445
16-03-2021,2.1322148
16-04-2021,1.1901566
16-05-2021,0.5991052
16-06-2021,0.32147652
16-07-2021,0.48143178
16-08-2021,0.6174497
16-09-2021,0.1673378
16-10-2021,0.9496645
16-11-2021,5.721924
16-12-2021,7.2847877
16-01-2022,9.422148
15-02-2022,5.62528
16-03-2022,2.828188
16-04-2022,0.7483222
16-05-2022,0.60738254
16-06-2022,0.3114094
16-07-2022,0.4885906
16-08-2022,0.69865775
16-09-2022,0.20559284
16-10-2022,2.4489934
16-11-2022,4.308054
16-12-2022,4.4662194
16-01-2023,7.422819
15-02-2023,4.5785236
16-03-2023,3.3248322
16-04-2023,2.7597315
16-05-2023,2.3060403
16-06-2023,0.3756152
16-07-2023,0.4885906
16-08-2023,0.7409396
16-09-2023,0.401566
16-10-2023,0.8261745
16-11-2023,3.5628636
16-12-2023,3.3451903
