time,pre
16-03-1918,6.7888145
16-04-1918,3.5997763
16-05-1918,2.3771813
16-06-1918,0.26644295
16-07-1918,0.47874722
16-08-1918,0.73489934
16-09-1918,0.2917226
16-10-1918,4.1404924
16-11-1918,5.5286355
16-12-1918,5.172707
16-01-1919,9.881208
15-02-1919,2.375839
16-03-1919,2.171812
16-04-1919,1.9073826
16-05-1919,1.7604027
16-06-1919,0.24809843
16-07-1919,0.47874722
16-08-1919,0.7308725
16-09-1919,0.16107383
16-10-1919,1.0673379
16-11-1919,4.00783
16-12-1919,6.671141
16-01-1920,4.94698
15-02-1920,9.179419
16-03-1920,7.382103
16-04-1920,2.521924
16-05-1920,1.3635347
16-06-1920,0.25033557
16-07-1920,0.47897092
16-08-1920,0.7391499
16-09-1920,0.15682326
16-10-1920,0.6275168
16-11-1920,3.6308725
16-12-1920,8.613423
16-01-1921,8.7702465
15-02-1921,4.7442956
16-03-1921,6.07651
16-04-1921,1.5425056
16-05-1921,4.0505595
16-06-1921,0.30402684
16-07-1921,0.48590603
16-08-1921,0.7425056
16-09-1921,0.15011185
16-10-1921,0.79217005
16-11-1921,2.7917225
16-12-1921,9.139374
16-01-1922,5.963311
15-02-1922,3.1172261
16-03-1922,4.212752
16-04-1922,1.0807606
16-05-1922,1.7615213
16-06-1922,0.23378077
16-07-1922,0.49239373
16-08-1922,0.74183446
16-09-1922,0.15011185
16-10-1922,0.5673378
16-11-1922,3.047651
16-12-1922,6.910962
16-01-1923,3.1192393
15-02-1923,3.9434006
16-03-1923,1.8060403
16-04-1923,1.8116331
16-05-1923,1.6259508
16-06-1923,0.23378077
16-07-1923,0.49463087
16-08-1923,0.74809843
16-09-1923,0.152349
16-10-1923,3.51566
16-11-1923,2.8434005
16-12-1923,4.727741
16-01-1924,7.6335573
15-02-1924,4.747204
16-03-1924,4.7210293
16-04-1924,0.96286356
16-05-1924,1.0120806
16-06-1924,0.23624161
16-07-1924,0.4885906
16-08-1924,0.7552573
16-09-1924,0.19038032
16-10-1924,1.6409396
16-11-1924,8.161521
16-12-1924,7.569351
16-01-1925,9.055481
15-02-1925,1.6411633
16-03-1925,2.9389262
16-04-1925,2.830425
16-05-1925,0.81700224
16-06-1925,0.40201342
16-07-1925,0.48366892
16-08-1925,0.7373602
16-09-1925,0.22102909
16-10-1925,2.0353467
16-11-1925,6.549441
16-12-1925,2.653915
16-01-1926,4.333557
15-02-1926,3.2277405
16-03-1926,7.0561523
16-04-1926,2.3020134
16-05-1926,0.80783
16-06-1926,0.24116331
16-07-1926,0.47874722
16-08-1926,0.73355705
16-09-1926,0.15324385
16-10-1926,0.63870245
16-11-1926,1.9771812
16-12-1926,4.9467564
16-01-1927,2.4147651
15-02-1927,8.344743
16-03-1927,1.0800894
16-04-1927,1.9058166
16-05-1927,0.5199105
16-06-1927,0.23378077
16-07-1927,0.48926175
16-08-1927,0.7326622
16-09-1927,0.15011185
16-10-1927,0.7375839
16-11-1927,5.017226
16-12-1927,3.2152126
16-01-1928,2.635123
15-02-1928,5.668233
16-03-1928,1.4510068
16-04-1928,1.7237136
16-05-1928,0.4572707
16-06-1928,0.23378077
16-07-1928,0.47874722
16-08-1928,0.73333335
16-09-1928,0.15011185
16-10-1928,0.44183445
16-11-1928,3.5693512
16-12-1928,3.50783
16-01-1929,8.231991
15-02-1929,3.118121
16-03-1929,1.5747204
16-04-1929,4.6011186
16-05-1929,1.5588367
16-06-1929,0.23691276
16-07-1929,0.48769575
16-08-1929,0.7442953
16-09-1929,0.18277405
16-10-1929,0.90715885
16-11-1929,7.1351233
16-12-1929,15.069575
16-01-1930,7.9257274
15-02-1930,2.9221478
16-03-1930,2.4004474
16-04-1930,2.105369
16-05-1930,1.7928412
16-06-1930,0.23378077
16-07-1930,0.47874722
16-08-1930,0.750783
16-09-1930,0.2736018
16-10-1930,0.94429535
16-11-1930,2.904027
16-12-1930,8.05481
16-01-1931,3.2897093
15-02-1931,3.8872483
16-03-1931,1.62349
16-04-1931,1.4740492
16-05-1931,0.92170024
16-06-1931,0.2342282
16-07-1931,0.47874722
16-08-1931,0.7930649
16-09-1931,0.20961969
16-10-1931,1.6248323
16-11-1931,2.8914988
16-12-1931,3.6393738
16-01-1932,8.456376
15-02-1932,4.0255036
16-03-1932,0.7744967
16-04-1932,0.7353468
16-05-1932,0.59239376
16-06-1932,0.23378077
16-07-1932,0.5002237
16-08-1932,0.7389262
16-09-1932,0.15391499
16-10-1932,0.9926175
16-11-1932,4.6863537
16-12-1932,4.0261745
16-01-1933,3.6628635
15-02-1933,3.1134229
16-03-1933,2.4729307
16-04-1933,1.2662193
16-05-1933,1.1123042
16-06-1933,0.2344519
16-07-1933,0.48143178
16-08-1933,0.76756155
16-09-1933,0.34205818
16-10-1933,0.47628635
16-11-1933,2.0324385
16-12-1933,4.497987
16-01-1934,8.420135
15-02-1934,5.388143
16-03-1934,0.76353467
16-04-1934,1.7165549
16-05-1934,1.8440716
16-06-1934,0.23736018
16-07-1934,0.4798658
16-08-1934,0.7407159
16-09-1934,0.14116332
16-10-1934,0.57829976
16-11-1934,1.9308726
16-12-1934,7.37047
16-01-1935,3.088367
15-02-1935,5.30783
16-03-1935,1.863311
16-04-1935,0.71610737
16-05-1935,0.53668904
16-06-1935,0.23378077
16-07-1935,0.47897092
16-08-1935,0.7308725
16-09-1935,0.15637584
16-10-1935,1.4525727
16-11-1935,3.319687
16-12-1935,1.1876957
16-01-1936,1.9818792
15-02-1936,2.7720358
16-03-1936,0.94429535
16-04-1936,0.5532439
16-05-1936,1.1671141
16-06-1936,0.23378077
16-07-1936,0.49418345
16-08-1936,0.7472036
16-09-1936,0.19015661
16-10-1936,0.9612976
16-11-1936,5.1181207
16-12-1936,9.018345
16-01-1937,6.032886
15-02-1937,2.330425
16-03-1937,1.1181208
16-04-1937,4.3442955
16-05-1937,0.45503357
16-06-1937,0.2344519
16-07-1937,0.47964206
16-08-1937,0.6932886
16-09-1937,0.13803132
16-10-1937,4.4465327
16-11-1937,6.288367
16-12-1937,2.4478748
16-01-1938,7.467114
15-02-1938,7.7064877
16-03-1938,3.3675616
16-04-1938,1.7536913
16-05-1938,0.9436242
16-06-1938,0.23378077
16-07-1938,0.48098436
16-08-1938,0.61700225
16-09-1938,0.46733782
16-10-1938,0.56666666
16-11-1938,6.6606264
16-12-1938,3.593065
16-01-1939,1.6489934
15-02-1939,7.8794184
16-03-1939,5.096421
16-04-1939,1.4013423
16-05-1939,0.41476512
16-06-1939,0.2409396
16-07-1939,0.47874722
16-08-1939,0.6149888
16-09-1939,0.13892618
16-10-1939,0.868009
16-11-1939,7.989038
16-12-1939,2.3440716
16-01-1940,4.9342284
15-02-1940,2.3825505
16-03-1940,2.852349
16-04-1940,2.6798658
16-05-1940,0.46778524
16-06-1940,0.23713647
16-07-1940,0.48769575
16-08-1940,0.61700225
16-09-1940,0.14630872
16-10-1940,1.8897092
16-11-1940,2.7190156
16-12-1940,3.0067115
16-01-1941,1.6465324
15-02-1941,3.9389262
16-03-1941,6.113199
16-04-1941,1.5847875
16-05-1941,0.47002238
16-06-1941,0.25525728
16-07-1941,0.47874722
16-08-1941,0.61409396
16-09-1941,0.17561522
16-10-1941,0.6105145
16-11-1941,2.5170023
16-12-1941,8.319911
16-01-1942,3.2982104
15-02-1942,5.361969
16-03-1942,4.461969
16-04-1942,0.5519016
16-05-1942,0.5769575
16-06-1942,0.25525728
16-07-1942,0.50939596
16-08-1942,0.61991054
16-09-1942,0.17225951
16-10-1942,4.027293
16-11-1942,2.5380313
16-12-1942,3.3431768
16-01-1943,4.287696
15-02-1943,6.5096197
16-03-1943,5.4941835
16-04-1943,2.3053691
16-05-1943,1.4239374
16-06-1943,0.2521253
16-07-1943,0.52348995
16-08-1943,0.6163311
16-09-1943,0.16196868
16-10-1943,3.4255035
16-11-1943,1.5326622
16-12-1943,7.289038
16-01-1944,6.6064878
15-02-1944,1.0378076
16-03-1944,2.6425056
16-04-1944,1.1507831
16-05-1944,3.689933
16-06-1944,0.24966444
16-07-1944,0.48210293
16-08-1944,0.6163311
16-09-1944,0.22147651
16-10-1944,0.3243848
16-11-1944,8.49217
16-12-1944,8.393065
16-01-1945,4.6120806
15-02-1945,5.4102907
16-03-1945,2.9706936
16-04-1945,0.94004476
16-05-1945,2.9651008
16-06-1945,0.25637585
16-07-1945,0.4753915
16-08-1945,0.63870245
16-09-1945,0.14474273
16-10-1945,1.3903804
16-11-1945,5.8577185
16-12-1945,3.6449666
16-01-1946,2.1080537
15-02-1946,4.1966443
16-03-1946,2.49217
16-04-1946,0.61722594
16-05-1946,1.9067115
16-06-1946,0.24832216
16-07-1946,0.49932888
16-08-1946,0.6391499
16-09-1946,0.30447426
16-10-1946,0.9004474
16-11-1946,2.1248322
16-12-1946,1.9114094
16-01-1947,5.4263983
15-02-1947,0.7038031
16-03-1947,3.7684565
16-04-1947,0.80380315
16-05-1947,0.6769575
16-06-1947,0.49910516
16-07-1947,0.49955258
16-08-1947,0.61409396
16-09-1947,0.22818792
16-10-1947,1.3624161
16-11-1947,5.3536916
16-12-1947,1.2639822
16-01-1948,4.0832214
15-02-1948,6.9715886
16-03-1948,5.928188
16-04-1948,3.6691275
16-05-1948,0.67606264
16-06-1948,0.23154363
16-07-1948,0.4753915
16-08-1948,0.61856824
16-09-1948,0.1704698
16-10-1948,0.8322148
16-11-1948,4.0809846
16-12-1948,6.8114095
16-01-1949,6.0590606
15-02-1949,5.3888144
16-03-1949,4.426622
16-04-1949,2.775168
16-05-1949,1.1290828
16-06-1949,0.23467562
16-07-1949,0.4753915
16-08-1949,0.6536913
16-09-1949,0.1489933
16-10-1949,0.2671141
16-11-1949,1.9807607
16-12-1949,12.899329
16-01-1950,7.922595
15-02-1950,3.874273
16-03-1950,2.5838926
16-04-1950,1.7977629
16-05-1950,3.357047
16-06-1950,0.23624161
16-07-1950,0.52527964
16-08-1950,0.73221475
16-09-1950,0.14183445
16-10-1950,1.1085011
16-11-1950,2.4689038
16-12-1950,1.4675616
16-01-1951,2.6326623
15-02-1951,4.312528
16-03-1951,2.1850111
16-04-1951,0.4948546
16-05-1951,0.7489933
16-06-1951,0.23131992
16-07-1951,0.4798658
16-08-1951,0.61118567
16-09-1951,0.16666667
16-10-1951,0.60827744
16-11-1951,1.7344519
16-12-1951,9.115212
16-01-1952,5.2803135
15-02-1952,7.179642
16-03-1952,1.8923938
16-04-1952,0.455481
16-05-1952,0.5053691
16-06-1952,0.23131992
16-07-1952,0.4769575
16-08-1952,0.7313199
16-09-1952,0.13825503
16-10-1952,1.9006711
16-11-1952,1.8697987
16-12-1952,1.9720359
16-01-1953,2.3653245
15-02-1953,3.9393737
16-03-1953,5.3442955
16-04-1953,0.8091723
16-05-1953,0.8402685
16-06-1953,0.23154363
16-07-1953,0.51655483
16-08-1953,0.6456376
16-09-1953,0.14832215
16-10-1953,0.4850112
16-11-1953,5.4467564
16-12-1953,6.799329
16-01-1954,1.0901567
15-02-1954,5.9693513
16-03-1954,2.5013423
16-04-1954,2.74698
16-05-1954,0.32863536
16-06-1954,0.23131992
16-07-1954,0.47762865
16-08-1954,0.6326622
16-09-1954,0.13825503
16-10-1954,2.5375838
16-11-1954,5.5270696
16-12-1954,13.804475
16-01-1955,1.0599552
15-02-1955,0.6261745
16-03-1955,1.7646533
16-04-1955,0.7944072
16-05-1955,0.35436243
16-06-1955,0.23131992
16-07-1955,0.4753915
16-08-1955,0.61364657
16-09-1955,0.1360179
16-10-1955,0.2997763
16-11-1955,7.5022373
16-12-1955,9.291052
16-01-1956,4.40604
15-02-1956,2.9214766
16-03-1956,3.380537
16-04-1956,0.72505593
16-05-1956,0.48232663
16-06-1956,0.23131992
16-07-1956,0.4950783
16-08-1956,0.66263986
16-09-1956,0.14049217
16-10-1956,1.264877
16-11-1956,1.4199106
16-12-1956,12.509172
16-01-1957,8.6
15-02-1957,6.596868
16-03-1957,5.5847874
16-04-1957,1.5769575
16-05-1957,3.0570471
16-06-1957,0.26286355
16-07-1957,0.47516778
16-08-1957,0.62393737
16-09-1957,0.27583894
16-10-1957,1.9217002
16-11-1957,6.2870245
16-12-1957,3.9178972
16-01-1958,4.907159
15-02-1958,0.9709172
16-03-1958,0.4454139
16-04-1958,0.455481
16-05-1958,0.26331097
16-06-1958,0.355481
16-07-1958,0.5085011
16-08-1958,0.61118567
16-09-1958,0.15324385
16-10-1958,1.290604
16-11-1958,1.2105145
16-12-1958,2.2389262
16-01-1959,3.08613
15-02-1959,7.03132
16-03-1959,1.4608501
16-04-1959,0.83557045
16-05-1959,0.6344519
16-06-1959,0.23131992
16-07-1959,0.48277405
16-08-1959,0.64451903
16-09-1959,0.21029083
16-10-1959,3.6082776
16-11-1959,1.304698
16-12-1959,6.2333336
16-01-1960,4.9686804
15-02-1960,1.1496644
16-03-1960,2.916331
16-04-1960,0.59127516
16-05-1960,1.5051454
16-06-1960,0.23131992
16-07-1960,0.47516778
16-08-1960,0.61118567
16-09-1960,0.15145414
16-10-1960,0.33557048
16-11-1960,4.499329
16-12-1960,2.1058166
16-01-1961,7.3223715
15-02-1961,6.564877
16-03-1961,1.3483222
16-04-1961,0.6178971
16-05-1961,2.4624162
16-06-1961,0.23892617
16-07-1961,0.52393734
16-08-1961,0.71029085
16-09-1961,0.1295302
16-10-1961,3.8709173
16-11-1961,2.1317673
16-12-1961,12.830873
16-01-1962,6.7988815
15-02-1962,3.0123043
16-03-1962,0.49753916
16-04-1962,0.84966445
16-05-1962,0.46085012
16-06-1962,0.23109621
16-07-1962,0.4785235
16-08-1962,1.1402684
16-09-1962,0.24787472
16-10-1962,1.3049217
16-11-1962,1.2208054
16-12-1962,2.6149888
16-01-1963,1.2982103
15-02-1963,6.9675617
16-03-1963,2.2769575
16-04-1963,3.5107384
16-05-1963,2.0565996
16-06-1963,0.23199105
16-07-1963,0.48255035
16-08-1963,0.61118567
16-09-1963,0.17069352
16-10-1963,1.2192394
16-11-1963,2.2170024
16-12-1963,5.115884
16-01-1964,6.6449666
15-02-1964,4.4465327
16-03-1964,1.446085
16-04-1964,1.9152125
16-05-1964,0.4935123
16-06-1964,0.23467562
16-07-1964,0.49932888
16-08-1964,0.6275168
16-09-1964,0.2818792
16-10-1964,0.24451903
16-11-1964,4.2823267
16-12-1964,8.921924
16-01-1965,14.257271
15-02-1965,1.1982104
16-03-1965,2.5570471
16-04-1965,2.568009
16-05-1965,0.25324386
16-06-1965,0.26599553
16-07-1965,0.47516778
16-08-1965,1.0691276
16-09-1965,0.1525727
16-10-1965,5.1525726
16-11-1965,2.0646534
16-12-1965,1.4700224
16-01-1966,6.5505595
15-02-1966,4.928188
16-03-1966,5.3107386
16-04-1966,0.78903806
16-05-1966,2.1859062
16-06-1966,0.3326622
16-07-1966,0.47516778
16-08-1966,0.66107386
16-09-1966,0.5588367
16-10-1966,2.066443
16-11-1966,8.518345
16-12-1966,4.634228
16-01-1967,4.746309
15-02-1967,3.3682327
16-03-1967,3.353915
16-04-1967,0.57091725
16-05-1967,3.7548099
16-06-1967,0.23109621
16-07-1967,0.47606266
16-08-1967,0.6684564
16-09-1967,0.13243848
16-10-1967,4.770246
16-11-1967,7.374497
16-12-1967,3.2295303
16-01-1968,4.389038
15-02-1968,1.8436242
16-03-1968,2.3447428
16-04-1968,3.0038033
16-05-1968,4.371588
16-06-1968,0.53825504
16-07-1968,0.53534675
16-08-1968,0.6
16-09-1968,0.21230425
16-10-1968,3.0382552
16-11-1968,6.604027
16-12-1968,4.1724834
16-01-1969,12.017226
15-02-1969,1.0583893
16-03-1969,6.0270696
16-04-1969,3.2069352
16-05-1969,1.5118568
16-06-1969,0.23109621
16-07-1969,0.47516778
16-08-1969,0.59395975
16-09-1969,0.21208054
16-10-1969,6.296644
16-11-1969,1.8013422
16-12-1969,0.78053695
16-01-1970,6.082998
15-02-1970,0.67561525
16-03-1970,2.3418345
16-04-1970,1.4263983
16-05-1970,0.26331097
16-06-1970,0.23109621
16-07-1970,0.560179
16-08-1970,0.58948547
16-09-1970,0.40559286
16-10-1970,2.158613
16-11-1970,5.239821
16-12-1970,2.9612975
16-01-1971,8.44877
15-02-1971,2.0060403
16-03-1971,2.1510067
16-04-1971,6.396868
16-05-1971,0.57225955
16-06-1971,0.2771812
16-07-1971,0.49910516
16-08-1971,0.6223714
16-09-1971,0.29619688
16-10-1971,0.28635347
16-11-1971,2.5398211
16-12-1971,10.083669
16-01-1972,2.6286354
15-02-1972,3.141387
16-03-1972,5.746756
16-04-1972,5.0261745
16-05-1972,0.34720358
16-06-1972,0.2950783
16-07-1972,0.4912752
16-08-1972,0.6147651
16-09-1972,0.13803132
16-10-1972,1.6393737
16-11-1972,6.1941833
16-12-1972,3.0387025
16-01-1973,5.144295
15-02-1973,0.98769575
16-03-1973,2.9993289
16-04-1973,2.4402685
16-05-1973,0.48456377
16-06-1973,0.23109621
16-07-1973,0.5026846
16-08-1973,0.61118567
16-09-1973,0.12706935
16-10-1973,0.82975394
16-11-1973,5.149441
16-12-1973,1.0751678
16-01-1974,17.3868
15-02-1974,3.622595
16-03-1974,10.657495
16-04-1974,1.3753915
16-05-1974,0.2715884
16-06-1974,0.23109621
16-07-1974,0.49284118
16-08-1974,0.5832215
16-09-1974,0.17494407
16-10-1974,0.13221477
16-11-1974,3.0170023
16-12-1974,9.0076065
16-01-1975,5.442058
15-02-1975,9.949664
16-03-1975,1.244519
16-04-1975,2.068009
16-05-1975,0.2409396
16-06-1975,0.23243849
16-07-1975,0.47628635
16-08-1975,0.5986577
16-09-1975,0.16241612
16-10-1975,0.355481
16-11-1975,0.9682327
16-12-1975,6.591275
16-01-1976,2.5458612
15-02-1976,3.805593
16-03-1976,3.6753914
16-04-1976,1.2357942
16-05-1976,1.9342282
16-06-1976,0.5111857
16-07-1976,0.47762865
16-08-1976,0.5832215
16-09-1976,0.6982103
16-10-1976,2.4597316
16-11-1976,2.1530201
16-12-1976,0.957047
16-01-1977,3.8212528
15-02-1977,1.3914989
16-03-1977,3.3465326
16-04-1977,5.0700226
16-05-1977,1.8474274
16-06-1977,0.24630873
16-07-1977,0.49217004
16-08-1977,0.6337808
16-09-1977,0.39239374
16-10-1977,1.9653244
16-11-1977,1.1024609
16-12-1977,9.6776285
16-01-1978,6.790157
15-02-1978,2.5239375
16-03-1978,3.1881433
16-04-1978,0.8131991
16-05-1978,0.22595079
16-06-1978,0.9720358
16-07-1978,0.5098434
16-08-1978,0.6035794
16-09-1978,0.18165548
16-10-1978,2.4590604
16-11-1978,2.6357942
16-12-1978,4.994631
16-01-1979,2.0355706
15-02-1979,4.675839
16-03-1979,2.7572708
16-04-1979,0.506264
16-05-1979,3.839821
16-06-1979,0.39753917
16-07-1979,0.47516778
16-08-1979,0.61588365
16-09-1979,0.29776287
16-10-1979,2.8592842
16-11-1979,3.6693513
16-12-1979,7.9543624
16-01-1980,3.1384788
15-02-1980,7.8261747
16-03-1980,3.0004475
16-04-1980,1.1744967
16-05-1980,0.3850112
16-06-1980,0.23109621
16-07-1980,0.5053691
16-08-1980,0.57964206
16-09-1980,0.17583893
16-10-1980,0.553915
16-11-1980,2.7049217
16-12-1980,9.420135
16-01-1981,4.025951
15-02-1981,2.4574945
16-03-1981,2.1143177
16-04-1981,1.3664429
16-05-1981,0.25167787
16-06-1981,0.23109621
16-07-1981,0.4753915
16-08-1981,1.1317674
16-09-1981,0.15950783
16-10-1981,1.4333334
16-11-1981,2.208501
16-12-1981,0.4684564
16-01-1982,4.797539
15-02-1982,9.695749
16-03-1982,5.234452
16-04-1982,3.2563758
16-05-1982,2.4521253
16-06-1982,0.24429531
16-07-1982,0.4753915
16-08-1982,0.5852349
16-09-1982,0.3469799
16-10-1982,1.0105145
16-11-1982,6.1794186
16-12-1982,4.116331
16-01-1983,8.877852
15-02-1983,5.1865773
16-03-1983,4.87047
16-04-1983,0.514094
16-05-1983,0.303132
16-06-1983,0.74675614
16-07-1983,0.47516778
16-08-1983,0.5789709
16-09-1983,0.12863535
16-10-1983,0.79060405
16-11-1983,3.5022373
16-12-1983,2.2697988
16-01-1984,3.3785236
15-02-1984,0.81096196
16-03-1984,4.365772
16-04-1984,0.74765104
16-05-1984,0.2606264
16-06-1984,0.23109621
16-07-1984,0.47718123
16-08-1984,0.5803132
16-09-1984,0.12706935
16-10-1984,1.5288591
16-11-1984,3.3284116
16-12-1984,3.5818791
16-01-1985,2.0912752
15-02-1985,5.6380315
16-03-1985,6.8362417
16-04-1985,2.3782997
16-05-1985,1.3248322
16-06-1985,0.23109621
16-07-1985,0.47516778
16-08-1985,0.57919466
16-09-1985,0.13445191
16-10-1985,1.4655482
16-11-1985,2.579866
16-12-1985,15.685906
16-01-1986,1.4991052
15-02-1986,4.374273
16-03-1986,1.9642059
16-04-1986,4.279195
16-05-1986,4.185906
16-06-1986,0.4223714
16-07-1986,0.47516778
16-08-1986,0.59261745
16-09-1986,0.4847875
16-10-1986,0.5914989
16-11-1986,8.927517
16-12-1986,3.6252797
16-01-1987,1.778076
15-02-1987,2.6812081
16-03-1987,6.261074
16-04-1987,0.6
16-05-1987,0.39932886
16-06-1987,0.23109621
16-07-1987,0.4753915
16-08-1987,1.4163312
16-09-1987,0.12706935
16-10-1987,3.882103
16-11-1987,0.7901566
16-12-1987,10.557271
16-01-1988,8.589933
15-02-1988,8.171365
16-03-1988,6.297092
16-04-1988,1.3080537
16-05-1988,0.5082774
16-06-1988,0.23512305
16-07-1988,0.48098436
16-08-1988,0.80559283
16-09-1988,0.31096196
16-10-1988,2.042953
16-11-1988,1.8317673
16-12-1988,12.363311
16-01-1989,8.364206
15-02-1989,5.6935124
16-03-1989,4.6295304
16-04-1989,0.9221477
16-05-1989,0.8675615
16-06-1989,0.35637584
16-07-1989,0.4753915
16-08-1989,0.59105146
16-09-1989,0.13713647
16-10-1989,3.519463
16-11-1989,2.8029084
16-12-1989,2.334452
16-01-1990,6.716555
15-02-1990,5.6885905
16-03-1990,4.7384787
16-04-1990,2.7926176
16-05-1990,0.9176734
16-06-1990,0.23825504
16-07-1990,0.4785235
16-08-1990,0.5818792
16-09-1990,0.13176733
16-10-1990,2.0100672
16-11-1990,1
16-12-1990,4.1192393
16-01-1991,8.474721
15-02-1991,4.121924
16-03-1991,10.457718
16-04-1991,2.5167785
16-05-1991,0.67472035
16-06-1991,0.2673378
16-07-1991,0.47964206
16-08-1991,0.60984343
16-09-1991,0.2114094
16-10-1991,1.8308725
16-11-1991,4.3393736
16-12-1991,9.530425
16-01-1992,8.8510065
15-02-1992,9.956823
